accident_index,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,lsoa_of_casualty,collision_to_casualty_home_postcode,enhanced_casualty_severity,grid_x,grid_y,longitude,latitude,geom,police_force,accident_severity,number_of_vehicles,number_of_casualties,obs_date,lad_stats19,lah_ons,first_road_class,first_road_number,road_type,speed_limit_mph,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,lsoa_of_accident_location,enhanced_collision_severity,lad_ons,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_location_restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,first_point_of_impact,was_vehicle_left_hand_drive,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_cc,propulsion_code,age_of_vehicle,driver_home_area_type,lsoa_of_driver,escooter,collision_to_driver_home_postcode,from_pt,to_pt,generic_make_model
2023010474662,2,1,Pedestrian,Male,43,36 - 45,Fatal,Centre of carriageway without refuge,"In carriageway, stationary",Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01023921,>20 and <=100km,NA,551653,181512,0.184046,51.512188,0101000020E61000002CFA994ECE8EC73FDFD5414F8FC14940,1,Fatal,4,1,2023-10-29T05:51:00Z,-1,E09000016,A,13,Dual carriageway,70,Not a junction,NA,NA,-1,None,None,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Rural,Yes,E01002344,NA,E09000016,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,Bridge roof,NA,None,Front,No,Not known,Male,36,36 - 45,1598,Heavy oil,7,Urban area,E01021597,FALSE,>20 and <=100km,NA,NA,VAUXHALL ASTRA
2023430497435,1,1,Pedestrian,Female,40,36 - 45,Fatal,"In carriageway, not crossing",Walking back to traffic,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Rural,E01016288,<= 5km,NA,443211,176749,-1.379047,51.488048,0101000020E61000006479F1EE9310F6BF5FB40F4D78BE4940,43,Fatal,1,1,2023-11-05T09:15:00Z,-1,E06000037,U,NA,Single carriageway,60,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Wet or damp,None,None,Rural,Yes,E01016288,NA,E06000037,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Not known,Female,19,16 - 20,1242,Petrol,12,Rural,E01016287,FALSE,<= 5km,NA,NA,FORD FIESTA
2023311302337,1,1,Pedestrian,Male,77,Over 75,Serious,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,NA,-1,NA,Less Serious,457499,340078,-1.145571,52.955006,0101000020E610000047BF53DE4154F2BF5981C9973D7A4A40,31,Serious,1,1,2023-04-29T20:58:00Z,-1,E06000018,U,NA,Single carriageway,20,Not a junction,NA,NA,-1,None,None,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,E01033406,Less Serious,E06000018,8,No tow,Parked,Footway (pavement),Not at or within 20 metres of junction,None,None,NA,None,Front,No,Journey as part of work,Male,57,56 - 65,2143,Heavy oil,9,Urban area,E01013944,FALSE,<= 5km,NA,NA,MERCEDES E CLASS
2023041303017,1,1,Pedestrian,Female,90,Over 75,Fatal,Centre of carriageway without refuge,From offside masked by vehicle,Not a Car Passenger,Not a bus or coach passenger,Unknown,0,Urban area,E01025601,<= 5km,Fatal,332176,442668,-3.0331,53.87576,0101000020E6100000D98C46D1C94308C0C82BEEDD18F04A40,4,Fatal,3,1,2023-05-02T10:02:00Z,-1,E10000017,U,NA,Single carriageway,30,Crossroads,Auto traffic signal,A,5412,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01025604,Fatal,E07000128,9,No tow,NA,On main cway not in restricted lane,Cleared junction or held at junction exit,None,None,NA,None,Front,No,Other,Male,85,Over 75,1499,Heavy oil,3,Urban area,E01012665,FALSE,<= 5km,NA,NA,FORD KUGA
2023421317449,1,1,Pedestrian,Female,61,56 - 65,Fatal,Centre of carriageway without refuge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,NA,-1,NA,Fatal,553508,195447,0.216841,51.636888,0101000020E6100000FB20726C6EC1CB3FA3A8947D85D14940,42,Fatal,1,1,2023-06-11T23:05:00Z,-1,E10000012,M,25,Dual carriageway,70,Not a junction,NA,NA,-1,None,None,Darkness - no lighting,Fine no high winds,Dry,None,None,Rural,Yes,E01021443,Fatal,E07000068,21,Articulated vehicle,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Journey as part of work,Male,58,56 - 65,12809,Heavy oil,2,Urban area,E01028738,FALSE,>100km,0101000020E610000052A0E7033EA0CB3F03ED12D1A1D14940,0101000020E6100000E0F8BD136FD6CB3F8600DE7975D14940,MERCEDES MODEL MISSING
2023302301558,1,1,Pedestrian,Female,80,Over 75,Serious,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Small town,E01033171,<= 5km,NA,435795,335571,-1.469112,52.916376,0101000020E6100000F9B46ABA7B81F7BFFD87D7C04B754A40,30,Serious,1,1,2023-10-11T13:05:00Z,-1,E06000015,A,5194,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,E01033166,NA,E06000015,9,No tow,Turning right,On main cway not in restricted lane,Mid Junction - on roundabout or on main road,None,None,NA,None,Front,No,Not known,Male,42,36 - 45,1499,Heavy oil,6,Urban area,E01013455,FALSE,<= 5km,NA,NA,FORD FOCUS
2023411374900,1,1,Pedestrian,Male,86,Over 75,Slight,On pedestrian crossing facility,From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01023421,<= 5km,Slight,492398,211399,-0.661648,51.793623,0101000020E6100000686C6F66382CE5BF4BC4426295E54940,41,Slight,1,1,2023-10-27T11:15:00Z,-1,E10000015,B,4635,Single carriageway,20,Not a junction,NA,NA,-1,None,Zebra,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01023420,Slight,E07000096,9,No tow,Waiting to go - held up,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Not known,Female,37,36 - 45,998,Petrol,10,Small town,E01002439,FALSE,>20 and <=100km,NA,NA,FORD FOCUS
2023010426757,1,1,Pedestrian,NA,26,26 - 35,Slight,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01003107,<= 5km,NA,530320,178005,-0.124482,51.485991,0101000020E610000095B9C5A90EDEBFBF8D84D4E134BE4940,1,Slight,1,1,2023-02-10T08:15:00Z,-1,E09000022,A,3036,Unknown,40,More than 4 arms (not roundabout),Auto traffic signal,A(M),202,None,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,Road sign or marking defective or obscured,None,Urban,No - accident was reported on self completed form,E01033208,NA,E09000022,1,NA,NA,NA,NA,NA,NA,Offside and rebounded,NA,Front,No,Not known,Male,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
2023010457680,1,1,Pedestrian,Male,25,21 - 25,Serious,Within 50m. of crossing,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01001767,>5 and <= 10km,NA,531652,179723,-0.104669,51.501121,0101000020E61000007631C8EF98CBBABFF86F20AF24C04940,1,Serious,1,1,2023-07-28T11:25:00Z,-1,E09000028,A,201,Single carriageway,20,Crossroads,Auto traffic signal,B,NA,Control by other authorised person,Pelican,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01032583,NA,E09000028,11,No tow,NA,On main cway not in restricted lane,Cleared junction or held at junction exit,None,None,NA,None,Front,No,Journey as part of work,Male,53,46 - 55,4500,Heavy oil,7,Urban area,E01003084,FALSE,>5 and <= 10km,NA,NA,ALEXANDER DENNIS MODEL MISSING
2023141388278,2,1,Pedestrian,Male,39,36 - 45,Slight,"In carriageway, not crossing",Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Small town,E01007700,<= 5km,Slight,443418,387637,-1.348712,53.383804,0101000020E610000066D54D255394F5BF93FBC76C20B14A40,14,Slight,2,1,2023-12-07T17:00:00Z,-1,E08000018,U,NA,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Darkness - lights lit,Unknown,Dry,None,None,Rural,No,E01007700,Slight,E08000018,9,No tow,Reversing,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Back,No,Not known,Not known,-1,NA,NA,Electric,1,NA,-1,FALSE,NA,NA,NA,RENAULT ZOE
2023440320611,1,1,Pedestrian,Male,3,0 - 5,Slight,On pedestrian crossing facility,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01022951,<= 5km,NA,467320,107991,-1.044721,50.867514,0101000020E6100000C1E833EF2CB7F0BF3F0BCAA70A6F4940,44,Slight,1,1,2023-08-09T12:15:00Z,-1,E10000014,A,3,Single carriageway,30,Not a junction,NA,NA,-1,None,Pelican,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01022948,NA,E07000090,19,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Commuting to from work,Male,46,46 - 55,1997,Heavy oil,0,Urban area,E01022777,FALSE,>10 and <= 20km,NA,NA,RENAULT TRAFIC
2023041273026,1,2,Pedestrian,Male,44,36 - 45,Fatal,Within 50m. of crossing,From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01012669,<= 5km,Fatal,330766,439218,-3.053763,53.844571,0101000020E6100000F0C1C71B1B6E08C054E15CDA1AEC4A40,4,Fatal,1,2,2023-02-06T17:24:00Z,-1,E06000009,A,584,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,Pelican,Darkness - lights lit,Fine no high winds,Dry,None,None,Rural,Yes,E01012669,Fatal,E06000009,5,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Front,No,Other,Male,52,46 - 55,998,Petrol,19,Urban area,E01025576,FALSE,<= 5km,NA,NA,APRILIA TUONO
2023440346456,1,1,Pedestrian,Male,53,46 - 55,Slight,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01015364,>20 and <=100km,NA,464197,99409,-1.090594,50.790705,0101000020E6100000DC5CF5961273F1BF4D8800C535654940,44,Slight,1,1,2023-08-26T23:50:00Z,-1,E06000044,B,2154,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,Zebra,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,E01017133,NA,E06000044,9,No tow,Turning left,On main cway not in restricted lane,Leaving main road,None,Other object,Offside - crossed central reservation,Other permanent object,Front,No,Not known,Not known,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
2023351377394,1,1,Pedestrian,Male,40,36 - 45,Slight,On zig-zag approach lines,"In carriageway, stationary, masked",Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,NA,-1,NA,Slight,527004,297056,-0.128073,52.556533,0101000020E61000007901EA6AB664C0BFDB43A96D3C474A40,35,Slight,1,1,2023-10-18T19:55:00Z,-1,E10000003,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,Zebra,Darkness - lights lit,Raining high winds,Flood over 3cm. deep,None,None,Urban,Yes,E01018100,Slight,E07000010,9,No tow,Slowing or stopping,On main cway not in restricted lane,Mid Junction - on roundabout or on main road,None,None,NA,None,Front,No,Other,Female,40,36 - 45,1995,Heavy oil,6,Urban area,E01018075,FALSE,<= 5km,NA,NA,KIA SPORTAGE
2023010426548,1,1,Pedestrian,Male,35,26 - 35,Serious,"In carriageway, not crossing",Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01004732,<= 5km,NA,529930,179211,-0.129652,51.496918,0101000020E61000000B80C2C77198C0BFFB6420F59ABF4940,1,Serious,1,1,2023-02-10T22:09:00Z,-1,E09000033,U,NA,Single carriageway,20,Crossroads,Auto traffic signal,A,326,None,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,E01004732,NA,E09000033,9,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Front,No,Not known,Not known,-1,NA,995,Petrol,16,NA,-1,FALSE,NA,NA,NA,CHEVROLET MATIZ
2023131343981,1,1,Pedestrian,Female,45,36 - 45,Serious,"In carriageway, not crossing",Walking facing traffic,Not a Car Passenger,Not a bus or coach passenger,Unknown,0,Urban area,E01011780,<= 5km,Less Serious,445464,421301,-1.313077,53.686194,0101000020E61000009592FEDA5C02F5BF3B5C3129D5D74A40,13,Serious,1,1,2023-08-21T13:15:00Z,-1,E08000036,A,639,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01011837,Less Serious,E08000036,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Nearside,Yes,Other,Male,76,Over 75,2487,Hybrid electric,3,Urban area,E01011836,FALSE,<= 5km,NA,NA,TOYOTA RAV4
2023010421470,1,2,Pedestrian,Male,46,46 - 55,Serious,Unknown or other,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01004365,<= 5km,NA,533750,189445,-0.070769,51.587994,0101000020E61000009E765ED3F21DB2BFDE529C5443CB4940,1,Serious,1,2,2023-01-15T01:50:00Z,-1,E09000014,A,10,Single carriageway,20,Not a junction,NA,NA,-1,None,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,E01002066,NA,E09000014,3,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Did not impact,No,Not known,Male,28,26 - 35,125,Petrol,3,Urban area,E01002040,FALSE,<= 5km,NA,NA,HONDA SH 125
2023010477927,1,1,Pedestrian,Male,14,11 - 15,Slight,Centre of carriageway without refuge,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01000931,<= 5km,NA,524824,184420,-0.201325,51.544881,0101000020E6100000328A18DC02C5C9BFA3AB8999BEC54940,1,Slight,1,1,2023-11-14T08:00:00Z,-1,E09000007,U,NA,Single carriageway,20,Other junction,Give way or uncontrolled,A(M),5,None,None,Daylight,Unknown,Wet or damp,None,None,Urban,Yes,E01000931,NA,E09000007,9,No tow,Turning left,On main cway not in restricted lane,Leaving main road,None,None,NA,None,Nearside,No,Not known,Male,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
2023201277520,1,1,Pedestrian,Female,12,11 - 15,Slight,On pedestrian crossing facility,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01010367,<= 5km,Slight,399978,296913,-2.001757,52.570043,0101000020E61000005A18DDFB980300C0C0C0CA19F7484A40,20,Slight,1,1,2023-01-12T15:00:00Z,-1,E08000030,A,4148,Single carriageway,30,Not a junction,NA,NA,-1,None,Pelican,Daylight,Fine no high winds,Wet or damp,None,None,Urban,No,E01010365,Slight,E08000030,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Not known,Not known,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
2023010466622,1,1,Pedestrian,Female,42,36 - 45,Serious,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01004392,>10 and <= 20km,NA,524658,196441,-0.19945,51.652949,0101000020E610000088C01EDA9087C9BFC00A04C593D34940,1,Serious,1,1,2023-09-17T16:45:00Z,-1,E09000003,A,1000,Dual carriageway,30,Not a junction,NA,NA,-1,None,Pelican,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01000250,NA,E09000003,9,No tow,Moving off,Busway (including guided busway),Not at or within 20 metres of junction,None,Other object,NA,None,Offside,No,Not known,Female,34,26 - 35,1995,Heavy oil,8,Small town,E01033188,FALSE,>20 and <=100km,NA,NA,BMW 3 SERIES
2023421270880,1,1,Pedestrian,Female,60,56 - 65,Slight,Unknown or other,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,NA,-1,NA,Slight,579277,187876,0.584965,51.561269,0101000020E61000001BD7150C09B8E23F87A6389AD7C74940,42,Slight,1,1,2023-01-04T09:30:00Z,-1,E10000012,A,13,Single carriageway,30,Not a junction,NA,NA,-1,None,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Wet or damp,None,None,Urban,No - accident was reported on self completed form,E01021511,Slight,E07000069,9,No tow,Moving off,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Nearside,No,Other,Male,30,26 - 35,1498,Petrol,2,Urban area,E01015815,FALSE,<= 5km,NA,NA,SKODA KAMIQ
2023361347293,1,1,Pedestrian,Male,46,46 - 55,Serious,"In carriageway, not crossing",Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01026610,<= 5km,Very serious,652905,303602,1.73079,52.571389,0101000020E610000038A78A0351B1FB3F0621333B23494A40,36,Serious,1,1,2023-08-19T09:01:00Z,-1,E10000020,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Wet or damp,None,None,Urban,No - accident was reported on self completed form,E01026610,Very serious,E07000145,9,No tow,Turning left,On main cway not in restricted lane,Cleared junction or held at junction exit,None,None,NA,None,Nearside,No,Not known,Male,51,46 - 55,1686,Heavy oil,9,Urban area,E01026620,FALSE,<= 5km,NA,NA,VAUXHALL ZAFIRA
2023440111448,1,1,Pedestrian,Female,71,66 - 75,Fatal,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01023145,<= 5km,NA,486131,151147,-0.767206,51.252997,0101000020E6100000C04E4C53F38CE8BFBB9EA82962A04940,44,Fatal,1,1,2023-03-20T17:23:00Z,-1,E10000014,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,E01023143,NA,E07000092,9,No tow,NA,On main cway not in restricted lane,Cleared junction or held at junction exit,None,None,NA,None,Front,No,Not known,Female,54,46 - 55,1395,Petrol,5,Urban area,E01030422,FALSE,<= 5km,NA,NA,AUDI A1
2023010429305,1,1,Pedestrian,Female,54,46 - 55,Slight,Unknown or other,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01003319,<= 5km,NA,538070,173715,-0.014608,51.445603,0101000020E610000089014735F7EA8DBF9BE9867509B94940,1,Slight,1,1,2023-02-26T18:58:00Z,-1,E09000023,A,205,Single carriageway,30,Other junction,Give way or uncontrolled,C,NA,None,None,Darkness - lights lit,Unknown,Dry,None,None,Urban,Yes,E01003319,NA,E09000023,9,No tow,Moving off,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Front,No,Not known,Male,25,21 - 25,2979,Petrol,20,Urban area,E01003445,FALSE,>10 and <= 20km,NA,NA,BMW 5 SERIES
2023522301289,1,2,Pedestrian,Male,14,11 - 15,Slight,"In carriageway, crossing elsewhere",Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01014736,<= 5km,NA,359139,170942,-2.589219,51.435995,0101000020E6100000B929EF5EB8B604C0CD7F799DCEB74940,52,Slight,1,2,2023-04-02T18:30:00Z,-1,E06000023,U,NA,Single carriageway,20,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01014736,NA,E06000023,3,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,None,Bridge roof,NA,None,Front,No,Not known,Male,20,16 - 20,125,Petrol,6,Urban area,E01014655,FALSE,<= 5km,NA,NA,YAMAHA GPD
2023010422494,2,1,Pedestrian,NA,-1,NA,Slight,Unknown or other,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,NA,-1,NA,NA,538096,189295,-0.008136,51.585599,0101000020E6100000413F07358CA980BFF79EC7D7F4CA4940,1,Slight,2,1,2023-01-20T13:00:00Z,-1,E09000031,C,NA,Single carriageway,20,T or staggered junction,Give way or uncontrolled,B,NA,None,Zebra,Daylight,Fine no high winds,Dry,None,None,Urban,No - accident was reported on self completed form,E01004464,NA,E09000031,9,NA,NA,NA,NA,NA,NA,Offside and rebounded,NA,NA,NA,Not known,Not known,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
2023461260863,1,1,Pedestrian,Male,75,66 - 75,Fatal,"In carriageway, crossing elsewhere",From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01024845,<= 5km,Fatal,557722,140531,0.253308,51.142325,0101000020E61000009E8B1FE73236D03F2C021FA537924940,46,Fatal,1,1,2023-01-07T17:15:00Z,-1,E10000016,U,NA,Single carriageway,20,Private drive or entrance,Give way or uncontrolled,C,NA,None,None,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,E01024800,Fatal,E07000116,19,No tow,Going ahead left-hand bend,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Nearside,No,Other,Male,55,46 - 55,1968,Heavy oil,4,Urban area,E01024844,FALSE,<= 5km,0101000020E610000003779419813ED03FCAD43E0A3C924940,0101000020E6100000619471ACF834D03FD48DB05535924940,VOLKSWAGEN TRANSPORTER
2023101395644,1,1,Pedestrian,Female,27,26 - 35,Slight,On pedestrian crossing facility,From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,NA,-1,<= 5km,Slight,426732,603378,-1.580267,55.323749,0101000020E6100000E754BCCBC548F9BFB125988C70A94B40,10,Slight,1,1,2023-12-31T22:22:00Z,-1,E06000057,A,1068,Roundabout,30,Roundabout,Give way or uncontrolled,C,NA,NA,NA,Darkness - lights lit,Raining no high winds,Wet or damp,NA,NA,Rural,Yes,E01027362,Slight,E06000057,9,No tow,NA,On main cway not in restricted lane,Mid Junction - on roundabout or on main road,None,None,NA,None,Front,Yes,Other,Male,40,36 - 45,NA,NA,NA,Small town,E01027443,FALSE,<= 5km,NA,NA,-1
2023451357381,1,1,Pedestrian,Male,13,11 - 15,Slight,Centre of carriageway without refuge,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01030705,<= 5km,Slight,505748,171000,-0.480318,51.428151,0101000020E61000007B61E59C89BDDEBF4732FB97CDB64940,45,Slight,1,1,2023-09-27T08:15:00Z,-1,E10000030,U,NA,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01030740,Slight,E07000213,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Commuting to from work,Female,28,26 - 35,998,Petrol,11,Urban area,E01030712,FALSE,<= 5km,NA,NA,CITROEN C1
2023411359718,1,1,Pedestrian,Female,62,56 - 65,Fatal,"In carriageway, crossing elsewhere",From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Rural,E01023854,<= 5km,Fatal,504763,198481,-0.486305,51.67534,0101000020E61000009A021D4AA01FDFBF463CD27C71D64940,41,Fatal,1,1,2023-09-28T18:15:00Z,-1,E10000015,U,NA,Single carriageway,60,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,E01023854,Fatal,E07000102,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Not known,Male,21,21 - 25,1781,Petrol,20,Small town,E01017759,FALSE,>5 and <= 10km,NA,NA,VOLKSWAGEN GOLF
2023170S20493,1,1,Pedestrian,Female,67,66 - 75,Slight,Within 50m. of crossing,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01012198,<= 5km,NA,446383,523818,-1.283434,54.607408,0101000020E6100000B2E8E274F288F4BF49BEE17ABF4D4B40,17,Slight,1,2,2023-03-22T16:00:00Z,-1,E06000004,U,NA,Dual carriageway,30,Crossroads,Auto traffic signal,C,NA,None,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,No,E01012196,NA,E06000004,9,No tow,Turning right,On main cway not in restricted lane,Mid Junction - on roundabout or on main road,None,None,NA,None,Front,No,Not known,Female,18,16 - 20,998,Petrol,7,Urban area,E01012297,FALSE,<= 5km,NA,NA,PEUGEOT 108
2023170S20493,1,2,Pedestrian,Female,74,66 - 75,Slight,Within 50m. of crossing,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01012198,<= 5km,NA,446383,523818,-1.283434,54.607408,0101000020E6100000B2E8E274F288F4BF49BEE17ABF4D4B40,17,Slight,1,2,2023-03-22T16:00:00Z,-1,E06000004,U,NA,Dual carriageway,30,Crossroads,Auto traffic signal,C,NA,None,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,No,E01012196,NA,E06000004,9,No tow,Turning right,On main cway not in restricted lane,Mid Junction - on roundabout or on main road,None,None,NA,None,Front,No,Not known,Female,18,16 - 20,998,Petrol,7,Urban area,E01012297,FALSE,<= 5km,NA,NA,PEUGEOT 108
2023131302218,1,1,Pedestrian,Female,21,21 - 25,Slight,Unknown or other,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,Unknown,0,Urban area,E01011449,<= 5km,Slight,429986,434211,-1.546181,53.80334,0101000020E610000069B8288E28BDF8BFBDA9C0CDD3E64A40,13,Slight,1,1,2023-04-28T11:45:00Z,-1,E08000035,U,NA,Unknown,30,T or staggered junction,Give way or uncontrolled,A(M),660,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,No,E01033010,Slight,E08000035,9,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Front,No,Not known,Not known,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
2023010459401,1,1,Pedestrian,Male,45,36 - 45,Fatal,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01032581,<= 5km,NA,546384,187243,0.110553,51.565071,0101000020E61000000A6C16D22E4DBC3FAD93883054C84940,1,Fatal,1,1,2023-08-07T16:32:00Z,-1,E09000026,B,177,Single carriageway,30,Not a junction,NA,NA,-1,None,Zebra,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01003718,NA,E09000026,19,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Nearside,No,Journey as part of work,Male,36,36 - 45,7700,Heavy oil,3,Urban area,E01000588,FALSE,>20 and <=100km,NA,NA,SCANIA MODEL MISSING
