accident_index,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,lsoa_of_casualty,collision_to_casualty_home_postcode,enhanced_casualty_severity,grid_x,grid_y,longitude,latitude,geom,police_force,accident_severity,number_of_vehicles,number_of_casualties,obs_date,lad_stats19,lah_ons,first_road_class,first_road_number,road_type,speed_limit_mph,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,lsoa_of_accident_location,enhanced_collision_severity,lad_ons,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_location_restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,first_point_of_impact,was_vehicle_left_hand_drive,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_cc,propulsion_code,age_of_vehicle,driver_home_area_type,lsoa_of_driver,escooter,collision_to_driver_home_postcode,from_pt,to_pt,generic_make_model
2023122400196,1,1,Pedestrian,Male,90,Over 75,Fatal,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01027691,<= 5km,NA,429107,457595,-1.557312,54.013554,0101000020E6100000958C0EDFBFEAF8BF240A0418BC014B40,12,Fatal,1,1,2023-11-06T17:38:00Z,-1,E06000065,A,61,Single carriageway,40,Not a junction,NA,NA,-1,None,None,Darkness - no lighting,Fine no high winds,Dry,None,None,Rural,Yes,E01027691,NA,E06000065,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Journey as part of work,Female,63,56 - 65,1388,Petrol,11,Urban area,E01027718,FALSE,<= 5km,NA,NA,FORD FIESTA
2023332300020,1,1,Pedestrian,Male,11,11 - 15,Slight,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01025998,<= 5km,NA,461065,298010,-1.100323,52.576489,0101000020E61000008FD6185CEC9AF1BF99F59355CA494A40,33,Slight,1,1,2023-01-09T15:30:00Z,-1,E10000018,A,5199,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01025993,NA,E07000135,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Taking pupil to from school,Female,32,26 - 35,1390,Petrol,9,Urban area,E01025990,FALSE,<= 5km,NA,NA,SEAT IBIZA
2023421297175,1,2,Pedestrian,Female,34,26 - 35,Fatal,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01001835,>10 and <= 20km,Fatal,541646,198158,0.046651,51.664357,0101000020E61000002407ABBC98E2A73F12D9309A09D54940,42,Fatal,1,2,2023-04-16T16:19:00Z,-1,E10000012,A,104,Single carriageway,40,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,E01021787,Fatal,E07000072,5,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Not known,Male,59,56 - 65,1050,Petrol,14,Urban area,E01021811,FALSE,<= 5km,0101000020E6100000AB1F9E7BA8ABA73F0CA0D03BFFD44940,0101000020E6100000225680570123A83F52FDFCED13D54940,TRIUMPH SPRINT ST 1050
2023520401013,1,1,Pedestrian,Female,11,11 - 15,Serious,On pedestrian crossing facility,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01029096,<= 5km,NA,330548,137763,-2.994015,51.134912,0101000020E61000005744D740BEF307C00C489CBA44914940,52,Serious,1,1,2023-12-13T07:59:00Z,-1,E06000066,A,38,Single carriageway,30,T or staggered junction,Auto traffic signal,C,NA,None,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01029096,NA,E06000066,11,No tow,NA,On main cway not in restricted lane,Mid Junction - on roundabout or on main road,None,None,NA,None,Front,No,Journey as part of work,Male,49,46 - 55,6700,Heavy oil,15,Small town,E01029206,FALSE,>20 and <=100km,NA,NA,ALEXANDER DENNIS MODEL MISSING
2023332300594,1,1,Pedestrian,Female,11,11 - 15,Slight,On pedestrian crossing facility,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01013679,<= 5km,NA,458682,300310,-1.135077,52.597425,0101000020E610000076587B2F4629F2BFC120895D784C4A40,33,Slight,1,1,2023-03-05T18:25:00Z,-1,E06000016,A,563,Single carriageway,30,Not a junction,NA,NA,-1,None,Pelican,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,E01013693,NA,E06000016,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Not known,Male,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
2023010461325,1,1,Pedestrian,Male,65,56 - 65,Fatal,On pedestrian crossing facility,From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01000998,<= 5km,NA,532255,168308,-0.10025,51.398399,0101000020E61000004E4D7611F7A9B9BF9A1858ACFEB24940,1,Fatal,5,1,2023-08-18T23:26:00Z,-1,E09000008,B,266,Single carriageway,30,Not a junction,NA,NA,-1,None,Zebra,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,E01001000,NA,E09000008,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Not known,Male,37,36 - 45,1995,Heavy oil,11,NA,-1,FALSE,NA,NA,NA,BMW 1 SERIES
2023122300437,1,1,Pedestrian,Male,18,16 - 20,Fatal,"In carriageway, not crossing",Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Rural,E01011195,>20 and <=100km,NA,454309,446900,-1.174659,53.915411,0101000020E6100000E8CFD02367CBF2BF4F62991E2CF54A40,12,Fatal,1,1,2023-03-27T01:20:00Z,-1,E06000014,A,64,Dual carriageway,70,Not a junction,NA,NA,-1,None,None,Darkness - no lighting,Fine no high winds,Dry,None,None,Rural,Yes,E01013421,NA,E06000014,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Not known,Male,40,36 - 45,2979,Petrol,6,Urban area,E01013420,FALSE,>10 and <= 20km,NA,NA,BMW M3
2023131352834,1,1,Pedestrian,Female,22,21 - 25,Slight,"In carriageway, not crossing","In carriageway, stationary",Not a Car Passenger,Not a bus or coach passenger,Yes,0,Urban area,E01011336,>10 and <= 20km,Slight,420185,445472,-1.694258,53.905022,0101000020E61000007CD4CF81AE1BFBBF25F90CB3D7F34A40,13,Slight,1,1,2023-09-15T10:13:00Z,-1,E08000035,U,NA,Single carriageway,30,Not a junction,NA,NA,-1,None,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01011569,Slight,E08000035,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,NA,NA,None,NA,No,Not known,Not known,-1,NA,1318,Petrol,4,NA,-1,FALSE,NA,NA,NA,HONDA JAZZ
2023010482381,1,1,Pedestrian,Female,10,6 - 10,Slight,"In carriageway, crossing elsewhere",From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01000016,<= 5km,NA,550919,187312,0.175961,51.564497,0101000020E6100000F7BA4DF7E185C63F0CD04B5E41C84940,1,Slight,1,1,2023-12-06T15:15:00Z,-1,E09000002,C,NA,One way street,30,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01000038,NA,E09000002,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Taking pupil to from school,Female,26,26 - 35,1984,Petrol,5,Urban area,E01000018,FALSE,<= 5km,NA,NA,AUDI A6
2023010448881,1,1,Pedestrian,Male,16,16 - 20,Serious,Centre of carriageway without refuge,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01004259,<= 5km,NA,536520,181707,-0.033812,51.517796,0101000020E6100000400A1760BF4FA1BF55E2821547C24940,1,Serious,1,1,2023-06-12T13:30:00Z,-1,E09000030,B,140,Single carriageway,20,T or staggered junction,Give way or uncontrolled,B,NA,None,Pelican,Daylight,Raining no high winds,NA,None,None,Urban,No - accident was reported on self completed form,E01004273,NA,E09000030,9,No tow,NA,On main cway not in restricted lane,Mid Junction - on roundabout or on main road,None,None,NA,None,Front,NA,Not known,Not known,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
2023311278350,1,1,Pedestrian,Female,37,36 - 45,Slight,"In carriageway, crossing elsewhere",From drivers offside,Not a Car Passenger,Not a bus or coach passenger,Unknown,0,Urban area,E01028180,<= 5km,Slight,460253,345305,-1.103611,53.001685,0101000020E6100000181C61FE63A8F1BF979BF42C37804A40,31,Slight,1,1,2023-02-10T17:45:00Z,-1,E10000024,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Unknown,Dry,None,None,Urban,No,E01028180,Slight,E07000173,9,No tow,Turning left,On main cway not in restricted lane,Leaving main road,None,None,NA,None,Front,No,Not known,Not known,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
2023631369846,1,1,Pedestrian,Female,30,26 - 35,Slight,On footway or verge,"In carriageway, stationary",Not a Car Passenger,Not a bus or coach passenger,Unknown,0,Rural,W01000549,<= 5km,Slight,264832,285505,-3.990438,52.450732,0101000020E61000007EAE47826AEC0FC00328A189B1394A40,63,Slight,1,1,2023-10-29T11:00:00Z,-1,W06000008,U,NA,Single carriageway,60,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Rural,No,W01000549,Slight,W06000008,98,No tow,NA,NA,Not at or within 20 metres of junction,NA,NA,NA,None,NA,No,Not known,Not known,-1,NA,NA,NA,NA,Rural,W01000549,FALSE,<= 5km,NA,NA,-1
2023501278069,1,1,Pedestrian,Male,7,6 - 10,Fatal,"In carriageway, not crossing",Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01015165,>10 and <= 20km,Fatal,252462,52254,-4.0752,50.351667,0101000020E61000000B961624014D10C0DBCC6C5A032D4940,50,Fatal,3,1,2023-02-19T11:09:00Z,-1,E10000008,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01020187,Fatal,E07000044,9,No tow,NA,Footway (pavement),Approaching junction or held at junction approach,None,None,NA,None,Front,No,Other,Male,55,46 - 55,NA,Electric,1,Urban area,E01015130,FALSE,<= 5km,0101000020E6100000D0C34D4AFA4C10C0DFAC96D7042D4940,0101000020E610000030820BAAFD4C10C0ABA84FF3032D4940,JAGUAR I-PACE
2023052302900,1,1,Pedestrian,Male,70,66 - 75,Slight,"In carriageway, crossing elsewhere",Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01006603,<= 5km,NA,338325,394178,-2.929942,53.440751,0101000020E61000005A0EE490857007C075FA7B7A6AB84A40,5,Slight,1,1,2023-12-01T18:00:00Z,-1,E08000012,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Darkness - lights lit,Fine no high winds,Frost or ice,None,None,Urban,No,E01006603,NA,E08000012,9,No tow,U-turn,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Front,No,Not known,Female,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
2023430408025,1,1,Pedestrian,Male,30,26 - 35,Fatal,"In carriageway, not crossing","In carriageway, stationary",Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,NA,-1,NA,NA,447412,165716,-1.3200210000000001,51.388515,0101000020E610000049282D55CE1EF5BF67DFA5D0BAB14940,43,Fatal,1,1,2023-09-11T19:38:00Z,-1,E06000037,A,339,Dual carriageway,50,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01016295,NA,E06000037,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Not known,Male,60,56 - 65,2199,Heavy oil,13,Urban area,E01016293,FALSE,<= 5km,NA,NA,HONDA CR-V
2023991274943,1,1,Pedestrian,Female,38,36 - 45,Fatal,"In carriageway, crossing elsewhere",From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,-1,<= 5km,Fatal,316199,691043,-3.348896,56.104778,0101000020E6100000BD6767038ACA0AC07DD52452690D4C40,99,Fatal,3,1,2023-02-10T13:20:00Z,-1,S12000047,B,981,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,-1,Fatal,S12000047,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Other,Male,24,21 - 25,1995,Heavy oil,17,Urban area,-1,FALSE,<= 5km,0101000020E6100000AECDD90CB2C90AC0A3FD05106F0D4C40,0101000020E610000087B415B71FCB0AC0AB8277AF650D4C40,BMW 3 SERIES
2023010462007,1,1,Pedestrian,Male,85,Over 75,Serious,Within 50m. of crossing,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01004010,<= 5km,NA,533564,178411,-0.077635,51.488883,0101000020E61000005E8D2BA2EADFB3BF89A1A6A893BE4940,1,Serious,1,1,2023-08-16T16:55:00Z,-1,E09000028,A,2,Dual carriageway,50,T or staggered junction,Auto traffic signal,A,203,None,Pelican,Daylight,Fine no high winds,Dry,None,None,Urban,No - accident was reported on self completed form,E01004040,NA,E09000028,90,NA,NA,On main cway not in restricted lane,Cleared junction or held at junction exit,None,None,NA,None,Front,No,Not known,Not known,-1,NA,NA,NA,NA,NA,-1,TRUE,NA,NA,NA,-1
2023111307086,1,1,Pedestrian,Male,31,26 - 35,Serious,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Small town,E01020797,>20 and <=100km,Less Serious,410836,550697,-1.83276,54.850961,0101000020E6100000FD406298FC52FDBF0658843FEC6C4B40,11,Serious,1,1,2023-05-13T23:40:00Z,-1,E06000047,U,NA,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,E01020640,Less Serious,E06000047,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Not known,Male,18,16 - 20,1198,Petrol,11,Small town,E01020637,FALSE,<= 5km,NA,NA,VOLKSWAGEN POLO
2023010448503,2,2,Pedestrian,Male,32,26 - 35,Fatal,"In carriageway, not crossing",Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Small town,E01021755,>20 and <=100km,NA,532852,192506,-0.082565,51.615713,0101000020E610000015B95B260323B5BF618343A2CFCE4940,1,Fatal,2,2,2023-06-12T09:00:00Z,-1,E09000010,A,406,Dual carriageway,50,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01001562,NA,E09000010,19,No tow,Slowing or stopping,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Back,No,Not known,Male,32,26 - 35,1598,Heavy oil,6,Small town,E01021755,FALSE,>20 and <=100km,NA,NA,VAUXHALL VIVARO
2023991337312,1,1,Pedestrian,Male,64,56 - 65,Fatal,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Rural,-1,<= 5km,Fatal,256179,679397,-4.306918,55.985925,0101000020E610000081BC7FBB483A11C0EA45DFBD32FE4B40,99,Fatal,1,1,2023-07-31T23:35:00Z,-1,S12000030,A,81,Single carriageway,20,Not a junction,NA,NA,-1,None,None,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Rural,Yes,-1,Fatal,S12000030,11,No tow,Moving off,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Journey as part of work,Male,53,46 - 55,7698,Heavy oil,9,Urban area,-1,FALSE,>20 and <=100km,0101000020E6100000ACF1148EDC3911C05560A8382CFE4B40,0101000020E6100000F69E6CBDD83A11C08FA4E0E33DFE4B40,MERCEDES MODEL MISSING
2023010428043,1,1,Pedestrian,Female,30,26 - 35,Slight,On pedestrian crossing facility,From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01000504,<= 5km,NA,523437,184839,-0.221169,51.548951,0101000020E61000002CF21A1D464FCCBFC2D22FFA43C64940,1,Slight,1,1,2023-02-19T15:45:00Z,-1,E09000005,A,407,Unknown,20,Not a junction,NA,NA,-1,None,Zebra,Daylight,Fine no high winds,Dry,None,None,Urban,No - accident was reported on self completed form,E01000642,NA,E09000005,19,No tow,NA,NA,Not at or within 20 metres of junction,NA,NA,Offside and rebounded,NA,NA,NA,Not known,Not known,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
2023010465621,1,1,Pedestrian,Male,50,46 - 55,Fatal,"In carriageway, not crossing",Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,NA,-1,NA,NA,518188,165367,-0.303337,51.375068,0101000020E610000096E1CB2EDF69D3BF869B8A2D02B04940,1,Fatal,1,1,2023-09-12T21:38:00Z,-1,E09000021,A,3,Dual carriageway,50,Not a junction,NA,NA,-1,None,None,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,E01003004,NA,E09000021,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Not known,Not known,-1,NA,NA,Electric,3,NA,-1,FALSE,NA,NA,NA,VOLKSWAGEN GOLF
2023471345990,1,1,Pedestrian,Male,73,66 - 75,Slight,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01031810,<= 5km,Slight,514095,102179,-0.382059,50.807942,0101000020E61000001511EC49A673D8BF735117936A674940,47,Slight,1,1,2023-08-27T10:13:00Z,-1,E10000032,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01031809,Slight,E07000229,9,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Front,No,Other,Male,80,Over 75,999,Petrol,5,Urban area,E01031422,FALSE,<= 5km,0101000020E6100000E33BFA27C87FD8BFD652404268674940,0101000020E61000009FB21399CD6DD8BF82A6A8796C674940,SEAT LEON
2023332300102,1,1,Pedestrian,Male,42,36 - 45,Fatal,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01013786,<= 5km,NA,457160,304505,-1.15682,52.635295,0101000020E6100000A9D20BF25582F2BFF1DE7F4851514A40,33,Fatal,2,1,2023-02-03T02:26:00Z,-1,E06000016,C,NA,Single carriageway,30,Crossroads,Give way or uncontrolled,C,NA,None,None,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,E01013781,NA,E06000016,9,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Front,No,Not known,Male,27,26 - 35,2143,Heavy oil,8,Urban area,E01013728,FALSE,<= 5km,NA,NA,MERCEDES A CLASS
2023440245655,1,1,Pedestrian,Female,12,11 - 15,Serious,"In carriageway, crossing elsewhere",From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01022891,<= 5km,NA,480818,160525,-0.841199,51.338082,0101000020E61000008DBCFAAF19EBEABF5342383546AB4940,44,Serious,1,1,2023-06-20T15:35:00Z,-1,E10000014,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01022895,NA,E07000089,9,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Offside,No,Taking pupil to from school,Male,53,46 - 55,1333,Petrol,0,Urban area,E01023098,FALSE,>5 and <= 10km,NA,NA,DACIA DUSTER
2023010422506,1,1,Pedestrian,Female,33,26 - 35,Slight,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01001319,>10 and <= 20km,NA,524026,182032,-0.213667,51.523596,0101000020E6100000102D3E637059CBBF3E1BBF1F05C34940,1,Slight,1,1,2023-01-20T12:15:00Z,-1,E09000020,B,450,Single carriageway,30,Other junction,Authorised person,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01002905,NA,E09000020,11,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Did not impact,No,Journey as part of work,Male,40,36 - 45,NA,Electric,2,Urban area,E01004670,FALSE,<= 5km,NA,NA,OPTARE METRODECKER
2023141307318,1,1,Pedestrian,Female,30,26 - 35,Slight,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01007673,>5 and <= 10km,Slight,441578,392767,-1.375699,53.43006,0101000020E6100000CB8BD799DC02F6BFC83962250CB74A40,14,Slight,1,2,2023-05-15T08:40:00Z,-1,E08000018,U,NA,Single carriageway,20,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,No,E01007715,Slight,E08000018,9,No tow,Reversing,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Back,No,Not known,Female,38,36 - 45,1399,Petrol,7,Urban area,E01007715,FALSE,<= 5km,0101000020E61000007747E0B89400F6BF1D44F80C0CB74A40,0101000020E61000002CA629BF2201F6BF1F0AE9120CB74A40,VAUXHALL ASTRA
2023141307318,1,2,Pedestrian,Female,4,0 - 5,Slight,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01007673,>5 and <= 10km,Slight,441578,392767,-1.375699,53.43006,0101000020E6100000CB8BD799DC02F6BFC83962250CB74A40,14,Slight,1,2,2023-05-15T08:40:00Z,-1,E08000018,U,NA,Single carriageway,20,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,No,E01007715,Slight,E08000018,9,No tow,Reversing,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Back,No,Not known,Female,38,36 - 45,1399,Petrol,7,Urban area,E01007715,FALSE,<= 5km,0101000020E61000007747E0B89400F6BF1D44F80C0CB74A40,0101000020E61000002CA629BF2201F6BF1F0AE9120CB74A40,VAUXHALL ASTRA
